0,1,2,3,4,6,8,9,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,37,38,39,40,41,43,44,45,46,47,48,50,51,53,54,55,58,59,60,61,62,63,64,65,66,67,68,70,71,72,73,74,75,76,77,78,79,80,81,82,83,86,87,88,89,90,91,96,98,99,102,107,108,110,111,112,113,115,117,120,121,122,123,124,125,126,128,129,130,132,133,134,135,136,137,138,139,142,144,145,146,147,150,151,154,155,156,157,158,159,160,161,162,163,164,166,167,168,169,170,171,172,173,175,176,177,180,181,182,183,184,185,187,188,195,196,197,198,199,200,201,202,203,204,205,207,208,210,211,212,213,214,215,216,217,218,221,222,223,224,225,227,228,244,247,248,249,250,251,253,255,267,268,269,270,273,316,331,336,337,345,348,356,385,412,413,416,418,419,423,426,430,431,432,433,434,438,439,460,468,471,472,473,474,476,480,482,483,484,485,486,487,488,489,491,492,496,499,500,510,511,521,526,545,546,547,548,549,550,551,555,558,559,560,562,563,564,565,569,570,571,572,573,581,583,586,589,Timestamp,Anomaly,Anomaly_Score
2967.68,2600.47,2248.9,1004.4692,0.7884,106.24,1.5358,0.0111,0.9494,202.4544,12.6837,417.6009,9.7046,0.9693,192.7498,12.5263,1.4278,-4196.5,2059.5,-2948.0,622.75,0.683,1.323,62.8,2.1444,0.1844,3.5067,85.4274,9.6234,50.4893,63.9315,66.3322,86.9476,117.419,61.1,3.217,358.9564,9.7842,142.7009,745.4127,1.1722,138.3109,639.9682,216.9538,4.636,4.915,2865.0,4.6275,26.9791,358.3473,9.8398,129.68,8.8612,13.0209,19.9475,725.4652,0.9079,144.5455,632.5727,74.3992,150.36155213454074,468.0204040103493,0.0,-0.0088,-0.0523,-0.0629,0.0067,-0.0047,-0.094,-0.0251,0.0306,7.6346,2.2944,0.98,1788.8624,0.1564,8615.27,0.001,-0.1279,0.1975,0.0791,-0.0024,-0.0299,-0.1156,101.31825282331512,231.81889763205828,0.4642,0.9453,748.563,58.7785,6.3354,15.78,2.27,15.86,15.8,0.7568,2.645,3.442,0.7096,0.7863,2.3437,992.8298,40.5458,91.0,136.1,116.8,55.5,249.9639,7.56,0.0945,0.0551,0.0415,0.0298,7.245,16.973,12.0061,0.48,0.056,0.047104347826086954,1039.6507376811596,5781.0,2900.0,3961.0,948.0,0.912,1.766,2.4,0.6,0.071,0.091,0.5087,0.2885,0.4343,0.5245,0.8582,0.247,0.226,12.48,0.36,11.45,31.969,0.1811,5.63,19.79,81.637,0.244,5.09,18.92,0.877,11.79,16.32,5.09,6.867,31.886,0.4077,7.18,25.3,90.715,0.0418,0.0555,0.0324,0.06,0.0293,0.081,0.0912,0.0476,2.8877,0.0401,0.0287,100.5114,0.0404,740.3994,0.0331,0.0227,0.005755009107468123,0.0306,0.0222,0.0,61.5139,0.0007,0.0395,0.4304,0.0331,27.861,2.9057,29.3966,19.9839,4.3824,0.0789,8.7793,1.5156,7.958375808538164,0.0103,1.0533,0.0056,24.8852,7.321,2.8699,496.3964,624.0602,57.1204,1.5571,137.7577,140.8109,134.3623,152.228,133.5286,27.9793,38.494,37.6287,18.8665,9.0916,184.1738,39.091,34.4251,44.9089,121.9301,477.0328,106.1693,51.4694,892.1933,616.8421,86.1931,364.0719,155.6827,2.5556,8.170942920353982,25.8449,0.0,686.5784,138.5827,395.2941,0.0,2.0667,7.116,0.671,408.468,74.016,0.3469,17.54,1.36,51.7053,0.9651,0.1343,0.0391,265.184,0.6286,6.28,0.1145,18.212,535.1818,2.217,7.09,0.3168,111.6525,0.0172,0.0111,111.6525,2025-06-20 09:01:20,-1,-0.001734917120821522
2994.05,2548.21,2195.1222,1046.1468,1.3204,103.34,1.5144,-0.019,0.9433,201.7125,11.8566,411.9572,10.2918,0.9664,191.4207,12.4663,1.4195,-2727.5,1400.0,-1976.0,360.5,0.455,0.8847,68.7111,1.9444,0.1656,3.5029,84.7569,8.659,50.153,64.1114,65.8389,84.7327,118.6128,14.37,5.434,366.1545,10.325,120.2818,723.2513,0.9543,138.1345,624.5709,113.0565,4.647,4.931,2891.0,4.4828,27.8373,364.89,10.6091,108.1191,7.8579,12.1627,16.9061,706.3452,0.8692,144.5955,617.6045,112.0789,151.5228,466.0817,0.0,0.0035,-0.053,0.0003,-0.0411,-0.0002,-0.0996,0.0011,0.0356,7.4902,2.4532,0.9883,1732.2002,0.1669,8476.17,0.042,0.0176,-0.1401,0.0149,-0.0108,-0.0082,-0.0517,101.31825282331512,231.81889763205828,0.4608,0.938,636.9547,58.5394,6.2058,15.75,3.148,15.73,15.71,0.946,3.027,3.299,-0.5677,0.778,2.3715,993.1274,38.1448,89.0,170.8,146.2,53.0999,380.5909,5.82,0.1327,0.0512,0.0517,0.0349,9.66,10.227,13.3159,0.46,0.0624,0.047104347826086954,1039.6507376811596,5655.0,2942.0,3967.0,776.0,0.921,1.779,2.2,1.0,0.116,0.107,1.0824,0.0369,0.3141,0.5753,0.9677,0.2706,0.326,16.15,0.323,13.2,23.319,0.0963,3.04,18.95,34.253,4.617,4.07,20.07,0.477,10.22,17.24,4.07,6.706,25.579,0.2132,12.79,21.13,118.057,0.0644,0.0527,0.059,0.0667,0.0427,0.0969,0.0215,0.1047,2.3422,0.0963,0.0087,68.026,0.0713,1104.5,0.0134,0.0128,0.005755009107468123,0.058,0.0448,0.0,138.0032,0.0011,0.0293,0.382,0.0488,19.862,3.6163,23.551,18.0919,5.2778,0.6542,8.9881,1.0726,7.87,0.0167,0.8216,0.0092,36.3803,8.7145,3.0263,269.3851,0.0,81.4734,1.8942,207.3327,210.1429,200.7591,215.2566,202.4176,51.4286,70.0671,30.2973,14.6207,9.4525,219.3969,33.4629,39.6661,24.5336,105.3338,0.0,99.4809,0.0,162.1884,0.0,97.2892,0.0,293.8947,2.5832,8.170942920353982,42.7355,474.3363,615.015,87.1111,0.0,0.0,0.3783,7.116,0.7517,411.648,74.512,0.2443,17.93,0.89,32.4934,1.3569,0.7213,0.2722,265.922,0.7929,9.26,0.1224,15.4411,532.1764,1.8715,9.5699,0.2723,57.8122,0.0158,0.0355,57.8122,2025-06-20 09:01:40,-1,-0.030049340787097145
2963.97,2629.48,2224.6222,947.7739,1.2924,104.8489,1.4474,0.0144,0.9582,195.3787,9.7561,422.3675,9.7825,0.9692,185.5963,12.4582,1.4029,-1431.5,619.5,-1025.25,131.75,0.2328,0.439,62.5,2.4222,0.1992,3.4603,85.0922,9.2007,50.1899,64.2199,66.505,88.3312,118.2566,74.57,1.946,354.2945,9.8685,138.28,732.4237,0.8974,137.0027,629.5773,133.2749,4.558,4.755,2887.0,4.5924,17.6382,353.3127,10.4491,115.9182,10.2273,22.3618,28.1392,704.2846,1.0144,150.1191,619.35,78.7486,151.6967,467.6533,0.0,-0.0151,-0.0617,0.004,-0.0549,0.0573,0.0629,-0.016,0.027,7.3445,2.4704,0.9827,1839.845,1.3861,8651.3099,-0.01,0.1439,-0.4609,-0.0419,-0.032,-0.0362,0.0172,101.31825282331512,231.81889763205828,0.4564,0.9228,736.1852,56.5635,6.4127,15.77,3.038,15.81,15.8,0.8467,2.572,3.171,0.0,0.7661,2.3262,998.4607,38.6257,70.0,209.2,197.9,64.0999,295.563,7.99,0.0731,0.0999,0.0457,0.0214,7.568,10.272,5.2769,0.48,0.0493,0.047104347826086954,1039.6507376811596,5726.0,2478.0,4101.0,527.0,0.931,1.756,2.2,1.0,0.108,0.127,0.5969,0.1513,0.3714,0.5896,0.8207,0.1958,0.798,18.54,0.722,7.73,22.958,0.0992,9.59,19.25,32.266,0.355,3.91,15.22,0.491,7.08,17.34,3.91,6.281,21.191,0.1599,7.65,17.34,66.817,0.1363,0.061,0.1075,0.0894,0.0873,0.0515,0.0637,0.0864,3.3189,0.0884,0.0509,157.0715,0.9851,959.7998,0.0135,0.0123,0.005755009107468123,0.1785,0.1131,0.0,148.298,0.0202,0.0304,0.3141,0.0263,38.321,4.23,19.0952,22.6271,4.9515,0.0859,7.9391,1.2491,4.6047,0.0428,1.2958,0.0336,31.185,13.7861,3.5078,692.5477,385.4507,77.572,1.4406,400.0,400.0,400.0,400.0,400.0,41.2844,54.2108,24.2101,22.1678,6.1078,169.5462,17.4852,22.3212,15.768,84.8485,901.9024,98.8254,0.0,162.99,152.356,81.9411,398.125,320.2966,1.8655,8.170942920353982,71.0696,344.4976,697.8723,125.5385,728.8889,0.0,1.8764,7.116,1.062,399.004,81.434,0.7283,14.17,1.06,68.5814,0.9139,0.1233,0.0267,262.72968315301387,0.6796407264296753,6.44498454404946,0.1456095054095827,21.11767403400309,532.6446,2.2808,11.42,0.3692,142.908,0.0094,0.0202,142.908,2025-06-20 09:02:20,-1,-0.040487945178704965
2988.31,2546.26,2224.6222,947.7739,1.2924,104.8489,1.5465,0.025,0.9616,192.9787,12.4364,424.7536,9.5917,0.9706,183.3869,12.4622,1.4088,-2694.75,1476.25,-2053.0,81.25,0.4495,0.8882,61.2333,2.2444,0.2033,3.4814,85.0922,9.2007,50.1899,64.2199,66.505,88.3312,118.2566,74.57,1.946,352.6455,9.8222,141.3,734.8382,0.9033,136.0836,630.0291,141.8843,4.581,4.812,2875.0,4.6135,20.4209,352.0236,10.1562,121.7209,5.9718,19.5791,24.8005,710.0377,0.9025,150.3127,624.0573,112.0904,159.7713,464.286,0.0,-0.0106,-0.056,-0.0021,-0.0538,0.0643,0.0819,-0.0144,0.0347,7.5348,2.4704,0.9906,1777.4358,1.4727,8907.68,0.0372,0.1245,-0.7773,0.0223,0.0048,-0.0153,-0.0364,101.31825282331512,231.81889763205828,0.4691,0.9386,762.8943,57.1724,6.3944,15.85,3.263,15.85,15.82,0.8987,2.77,3.207,-0.0473,0.7446,2.3243,1004.8054,39.4139,95.0,144.2,126.0,64.0999,295.563,7.99,0.092,0.109,0.0366,0.0182,7.134,13.663,5.3403,0.37,0.038,0.047104347826086954,1039.6507376811596,5803.0,3530.0,4483.0,265.0,0.942,1.801,2.9,0.9,0.124,0.096,0.5969,0.1513,0.3714,0.5896,0.8207,0.1958,0.798,14.57,0.372,7.34,24.174,0.091,5.36,18.32,30.085,0.252,3.1,14.27,0.613,7.47,10.4,3.1,5.77,23.147,0.1899,12.13,10.4,63.971,0.1572,0.1127,0.095,0.0601,0.0823,0.0338,0.0806,0.0706,2.7716,0.0884,0.0009,139.502,1.4361,1388.2002,0.0175,0.0158,0.005755009107468123,0.0706,0.0316,0.0,143.3508,0.0025,0.0328,0.2881,0.0351,32.201,2.2894,28.7735,22.6271,4.9296,0.0792,8.3916,1.0242,4.5432,0.0449,0.9867,0.0153,31.185,13.7861,3.5078,436.0,0.0,57.364,1.0833,215.3447,239.1194,218.3634,326.1538,209.5662,40.099,60.9836,21.2039,15.1805,6.137,174.151,15.8332,23.2655,21.0437,57.0709,0.0,201.3399,0.0,111.6582,128.0311,41.2447,560.6957,203.1655,2.3552,8.170942920353982,97.5149,336.5385,0.0,263.4538,0.0,0.0,2.2892,7.116,0.7514,401.488,73.854,0.1654,17.42,0.85,22.0178,0.9168,0.1139,0.0294,262.72968315301387,0.6796407264296753,6.44498454404946,0.1456095054095827,21.11767403400309,536.1118,2.312,8.53,0.3049,100.2745,0.0078,0.0174,100.2745,2025-06-20 09:02:30,-1,-0.03817350357153526
2884.74,2514.54,2160.3667,899.9488,1.4022,105.4978,1.5585,-0.0317,0.9638,196.1842,11.6229,434.7942,8.8407,0.9696,187.3435,12.4761,1.429,-2664.25,1542.0,-2069.0,-112.25,0.4425,0.8915,62.5,2.0667,0.1874,3.4744,85.0922,9.2007,50.1899,64.2199,66.505,88.3312,118.2566,74.57,1.946,356.2155,9.7725,140.5218,737.734,1.2401,137.3727,634.11,207.6625,4.558,4.755,2887.0,4.5924,18.3936,355.0636,10.167,118.9155,13.1691,21.6064,29.3176,708.4164,0.9004,146.9618,620.9409,80.3773,153.3345,467.6064,0.0,-0.0665,-0.0748,-0.0026,-0.0613,0.0405,-0.0906,-0.0162,0.0225,6.8634,2.4107,0.9663,1843.7237,0.1624,8621.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.31825282331512,231.81889763205828,0.4689,0.9496,762.9077,56.8545,6.2733,15.96,3.034,16.04,16.03,0.9838,2.671,3.192,-0.4731,0.8093,2.2936,1010.834,38.9435,100.0,133.7,136.5,77.9001,205.346,10.2,0.1067,0.0421,0.0598,0.0203,6.161,16.081,11.0972,0.49,0.033,0.047104347826086954,1039.6507376811596,5665.0,3623.0,4429.0,1045.0,0.915,1.802,3.4,1.4,0.117,0.107,0.5969,0.1513,0.3714,0.5896,0.8207,0.1958,0.798,19.27,0.568,5.63,23.538,0.117,4.54,16.0,53.795,0.355,3.34,16.58,0.893,6.93,16.72,3.34,5.553,25.702,0.3277,6.28,16.72,109.351,0.1312,0.0373,0.0732,0.0593,0.0738,0.1285,0.0859,0.082,5.3001,0.0936,0.0064,87.8372,0.0354,854.9004,0.0229,0.0258,0.005755009107468123,0.2587,0.0152,0.0,102.3936,0.0205,0.0431,0.2749,0.0395,30.671,3.591,29.7595,25.2088,5.1588,0.0859,7.4833,0.9001,5.6482,0.0386,2.1044,0.0344,22.8175,11.4366,3.9505,132.8862,433.3333,53.0074,1.5379,212.6302,234.9546,214.0648,930.9577,206.7797,67.7419,62.4185,25.905,18.1585,5.8277,126.964,15.4584,18.9409,36.3944,136.0472,197.3489,49.8663,0.0,96.6979,182.2785,141.7931,531.0665,364.04,1.6302,8.170942920353982,21.7883,0.0,893.5065,60.1156,0.0,0.0,2.0097,7.116,0.7404,400.572,74.558,0.4691,15.91,0.91,63.3533,0.9643,0.1567,0.0348,262.72968315301387,0.6796407264296753,6.44498454404946,0.1456095054095827,21.11767403400309,536.0054,1.9902,8.76,0.1682,216.8869,0.0099,0.0098,216.8869,2025-06-20 09:03:50,-1,-0.038595613464894485
3010.41,2632.8,2203.9,1116.4129,1.2639,102.2733,1.4227,0.0194,0.9765,199.0177,4.704,406.7425,9.5066,0.9802,189.5111,12.5784,1.4085,-2681.75,1496.25,-1949.5,379.25,0.443,0.8862,64.6778,2.4889,0.1939,3.4542,84.0432,8.7487,50.2849,64.3732,66.6566,88.2425,118.7784,14.41,5.143,353.2882,9.9057,141.6082,736.8018,1.278,139.4736,634.37,203.335,4.559,4.792,2848.0,4.5715,15.3536,351.2736,10.4565,116.9618,15.3809,24.6464,33.5962,703.2056,0.9295,150.7536,618.9891,110.0722,152.8594,466.1297,0.0,-0.0261,-0.0467,-0.0182,-0.0811,0.0602,-0.0795,-0.0101,-0.0164,7.5351,2.3986,0.9706,1710.6147,0.1981,8592.1301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.31825282331512,231.81889763205828,0.4681,0.9339,653.0773,58.968,6.5034,15.73,1.877,15.73,15.7,0.7285,2.955,3.765,0.0946,0.8743,2.3326,996.2552,36.9453,151.0,135.4,136.6,67.4001,326.247,6.6,0.0495,0.086,0.0552,0.0058,5.503,16.678,7.3018,0.35,0.0686,0.047104347826086954,1039.6507376811596,5366.0,3130.0,3988.0,895.0,0.89,1.776,1.4,0.9,0.09,0.094,0.879,0.1015,0.3244,0.6257,0.6083,0.0868,1.011,18.48,0.348,10.12,18.486,0.1008,6.21,15.55,67.43,0.275,3.32,20.36,0.238,12.12,11.37,3.32,5.42,19.653,0.1066,6.14,11.37,73.169,0.1883,0.0542,0.0896,0.0576,0.0772,0.0863,0.0606,0.0277,3.6087,0.0597,0.0079,107.2256,0.0966,1342.7002,0.031,0.0267,0.005755009107468123,0.0225,0.0364,0.0,117.9089,0.0009,0.0473,0.1875,0.0745,18.401,4.1499,39.7604,25.652,5.7899,0.0869,9.0664,1.2514,2.8688,0.0502,1.3111,0.0044,29.2228,9.1854,4.7527,443.1562,752.9412,116.9855,0.3813,200.0932,209.1896,204.5653,235.9921,200.9029,36.1607,46.4183,33.162,21.6235,10.3624,73.9229,13.4705,16.1328,11.4665,66.4736,721.8016,115.9979,491.6324,70.9797,128.2525,108.5193,598.5185,169.1603,3.2587,8.170942920353982,48.7564,0.0,0.0,60.3279,0.0,0.0,2.0764,7.116,0.6467,410.48,80.348,0.5502,20.53,1.66,85.0749,0.9531,0.1407,0.0344,262.72968315301387,0.6796407264296753,6.44498454404946,0.1456095054095827,21.11767403400309,535.7491,2.2233,7.17,0.4183,125.06,0.0159,0.0288,125.06,2025-06-20 09:04:00,-1,-0.03287705799270374
2979.74,2446.56,2257.1667,1437.9565,1.4918,106.34,1.5136,0.0018,0.958,205.9919,10.6611,413.1526,9.747,0.9559,196.2449,12.4222,1.4095,-2706.0,1445.75,-1975.75,533.75,0.4515,0.8895,67.0333,2.4333,0.2022,3.5182,85.0716,8.6942,50.5287,64.3976,65.9335,86.8448,118.0626,76.33,2.325,361.2073,10.0267,126.8355,726.0669,1.3413,145.3945,633.4373,203.7696,4.641,4.88,2864.0,4.6879,2.9964,358.7745,10.572,109.8318,16.7209,17.0036,24.7224,701.3445,1.0265,148.11,616.7164,99.9869,148.5884,468.128,0.0,-0.038,-0.0188,-0.0449,-0.0338,0.0064,0.0137,-0.0219,-0.0038,7.1955,2.3986,0.97,1859.2332,0.1502,8753.19,0.1484,0.0723,-0.0184,-0.0632,-0.0457,0.0912,0.0466,101.31825282331512,231.81889763205828,0.457537676056338,0.9466,771.7826,59.1446,6.2968,15.98,3.421,16.04,16.01,0.9365,2.685,2.945,-0.615,0.7839,2.2931,1013.0161,36.1585,95.0,158.2,148.8,55.1001,339.527,8.54,0.0992,0.0932,0.0815,0.0231,9.437,5.94,7.5591,0.55,0.0664,0.047104347826086954,1039.6507376811596,5913.0,3301.0,4229.0,1180.0,0.95,1.804,1.5,0.8,0.078,0.136,0.9265,0.1267,0.3082,0.4491,0.9837,0.1432,0.353,14.56,0.634,5.36,21.843,0.1081,6.39,12.16,36.998,0.238,4.84,16.42,0.385,5.32,11.35,4.84,4.859,19.516,0.1168,10.08,11.35,59.658,0.0403,0.0417,0.041,0.0213,0.0372,0.0902,0.0849,0.095,1.9161,0.129,0.008,144.4434,0.0231,739.1006,0.0189,0.013,0.005755009107468123,0.053373591549295774,0.0271,0.0,65.6326,0.0005,0.0208,0.3481,0.0236,32.355,2.9999,25.2271,17.2584,5.196,0.077,6.9253,1.4067,4.4406,0.0125,0.7292,0.01142699530516432,23.6118,41.8356,2.6601,0.0,0.0,88.5181,2.24,218.5144,228.3244,214.0453,221.0773,210.4097,32.8767,38.5714,18.1568,161.5291,4.8438,67.879,28.4645,19.6543,11.383,59.6658,106.1399,221.2202,91.3649,62.9247,583.5294,657.1949,387.2292,0.0,2.1485,8.170942920353982,15.3589,0.0,0.0,65.8494,164.7059,0.0,1.9873,7.116,0.6373,411.606,73.706,0.6357,20.63,0.56,99.7429,0.9707,0.4962,0.0792,259.544,0.7376,4.87,0.1832,24.8352,532.6318,2.253,9.25,0.2794,97.93437297734629,0.0336,0.0288,125.06,2025-06-20 09:04:10,-1,-0.018567099416782973
3058.61,2492.36,2180.3778,1208.7411,1.2998,100.2789,1.5602,0.0041,0.9595,206.5154,11.3994,417.3887,9.75,0.9582,196.7655,12.5473,1.4049,-5497.75,2535.75,-4835.25,-372.75,1.2717,1.9773,65.3667,2.9,0.2279,3.3036,83.9737,8.8033,50.3329,64.485,66.6916,88.2847,118.6328,14.26,5.34,350.2691,10.1024,145.1727,739.5598,0.9038,135.12,630.5618,138.6036,4.566,4.823,2849.0,4.5459,13.1482,354.3409,10.2921,118.3209,10.3808,26.8518,33.6192,705.9406,0.9459,148.6245,621.2864,101.8189,155.4569,465.8295,0.0,-0.0404,-0.0724,-0.0587,-0.0204,0.079,-0.0805,-0.0106,0.0372,7.1925,2.3952,0.9649,1841.8205,0.1549,7397.31,0.1572,0.1675,-0.1123,0.0167,-0.0799,0.0214,-0.1231,101.31825282331512,231.81889763205828,0.4713,0.9424,627.1345,55.9596,6.4628,15.98,3.421,16.04,16.01,0.9365,2.685,2.945,-0.615,0.7839,2.2931,1013.0161,36.1585,91.0,233.1,202.2,67.0,419.2061,5.84,0.0991,0.0552,0.0404,0.0229,9.283,5.807,7.3776,0.41,0.044,0.047104347826086954,1039.6507376811596,310.0,261.0,2984.0,1321.0,0.159,0.079,4.1,0.4,0.074,0.286,0.5559,0.1067,0.3185,0.4797,0.6817,0.219,0.889,18.81,0.414,9.85,20.074,0.036,7.96,15.68,25.914,0.267,5.43,21.88,0.937,13.71,12.78,5.43,4.385,21.086,0.1131,6.98,16.81,57.982,0.1694,0.0366,0.0257,0.1455,0.0894,0.0599,0.0972,0.0198,3.4124,0.0592,0.0212,104.542,0.0329,1698.7998,0.0159,0.0175,0.005755009107468123,0.1551,0.0303,0.0,167.3485,0.0053,0.0655,0.2111,0.0236,32.355,2.9999,28.1707,24.2952,5.8491,0.0915,9.6877,1.5435,4.3608,0.0463,1.3493,0.0244,34.6812,15.6991,4.7991,0.0,715.8361,81.4344,2.2207,5.6387,10.2928,61.7135,354.393,12.5025,13.7931,32.472,18.6965,41.2985,11.5871,123.1117,20.2221,13.0432,11.957,56.9462,419.1772,50.5699,43.7819,714.1104,113.2273,74.4331,912.6761,53.2258,2.7982,8.170942920353982,21.2418,726.8571,0.0,59.4595,0.0,0.0,1.7173,7.116,1.5401,401.51,74.77,1.62,19.71,1.59,105.1825,0.9885,0.7074,0.1702,261.972,0.6004,7.92,0.1393,23.2076,533.2154,2.2671,7.95,0.219,197.9951,0.0115,0.0082,197.9951,2025-06-20 09:05:10,-1,-0.0037193549551340355
2981.31,2566.35,2197.3111,969.891,1.3015,105.3911,1.5047,-0.0216,0.9721,199.2977,9.5945,417.114,9.672,0.9726,189.6257,12.4278,1.4432,-2622.5,1550.0,-1993.75,226.5,0.446,0.8912,65.4556,2.0333,0.184,3.4811,85.6591,8.8249,50.3878,64.1536,65.8859,86.8889,118.3554,67.9049092676604,3.3530661697990927,359.6154,10.1217,124.0418,720.9909,1.3803,146.7145,630.3718,212.4821,4.641,4.88,2864.0,4.6879,4.4036,355.8718,10.6904,108.4455,18.5418,15.5964,21.199,699.7919,0.9985,147.5127,611.83,115.8314,143.6134,468.2166,0.0,-0.0156,-0.0192,0.0147,-0.0135,0.0567,-0.0003,-0.0403,0.0481,7.6194,2.42,0.9649,1841.8205,0.1576,8955.3,0.0726,-0.0854,0.4111,-0.0344,-0.0408,0.0771,0.0296,101.31825282331512,231.81889763205828,0.457537676056338,0.9427,782.6006,58.4853,6.3039,15.89,2.322,15.85,15.87,0.3122,2.947,3.569,0.0946,0.8884,2.3416,1010.4833,39.8902,95.0,218.8,167.8,73.5,225.7469,6.8,0.086,0.0597,0.0496,0.0054,5.79,5.511,8.2704,0.39,0.0439,0.047104347826086954,1039.6507376811596,5575.0,3511.0,4126.0,590.0,0.918,1.799,2.2,0.6,0.076,0.096,0.5398,0.0739,0.2794,0.5831,0.9636,0.3091,0.254,14.57,0.724,6.43,23.223,0.1764,7.55,16.98,53.64,0.238,2.4,16.45,0.251,5.45,13.99,2.4,5.825,21.18,0.1146,6.8,13.99,17.048,0.0851,0.0453,0.0762,0.0889,0.062,0.0642,0.0996,0.0566,2.9655,0.112,0.0212,104.542,0.0393,894.9004,0.021,0.0121,0.005755009107468123,0.053373591549295774,0.0378,0.0,88.2712,0.0005,0.0289,0.3668,0.075,19.37,2.8073,28.7735,27.2402,4.6444,0.077,7.6506,0.7509,4.5489,0.027,1.0953,0.01142699530516432,23.2755,6.881,4.9939,275.8302,778.0392,60.3474,1.2699,212.5834,226.5161,206.9467,260.4857,205.8296,29.5082,41.3043,25.2445,54.5004,5.0256,75.4511,15.3882,27.4778,11.4741,14.7179,546.1693,235.3247,518.3673,657.3013,109.3957,0.0,247.4534,117.6104,2.7982,8.170942920353982,24.9166,0.0,725.0936,37.9822,691.8919,0.0,2.0999,7.116,0.69,400.446,73.914,0.391,19.63,1.23,56.6656,0.9168,0.1139,0.0294,260.822,0.7116,9.21,0.2365,33.2372,529.3927,2.1345,11.79,0.2879,97.93437297734629,0.0158,0.0082,197.9951,2025-06-20 09:05:30,-1,-0.00216536544632695
